gvkey,datadate,conm,tic,cusip,dldte,dlrsn
63415,2010/1/4,FPIC INSURANCE GROUP INC,FPIC,302563101,2011/10/20,1
65474,2010/1/4,RENAISSANCE LEARNING INC,RLRN,75968L105,2011/10/20,1
25216,2010/1/4,MEDQUIST INC,MEDQ,584949101,2011/10/19,1
158193,2010/1/4,TONBRIDGE POWER INC,TBZ.,890219504,2011/10/18,1
23945,2010/1/4,CEPHALON INC,CEPH,156708109,2011/10/17,1
61407,2010/1/4,APAC CUSTOMER SERVICES INC,APAC.1,1.85E+108,2011/10/17,1
66524,2010/1/4,NATUNOLA HEALTH BIOSCIENCES,NHI.,638839100,2011/10/14,1
63128,2010/1/4,LABOPHARM INC,DDSSF,504905100,2011/10/13,1
160364,2010/1/4,NESS TECHNOLOGIES INC,NSTC.1,64104X108,2011/10/12,1
184496,2010/3/11,PEREGRINE METALS LTD,PGM.2,71390A106,2011/10/12,1
20804,2010/1/4,THIRD CDN GEN INVT TR LTD,THD.,884119108,2011/10/11,1
1593,2010/1/4,AMERON INTERNATIONAL CORP,AMN.2,30710107,2011/10/6,1
61061,2010/1/4,CONTINUCARE CORP,CNU,212172100,2011/10/5,1
113491,2010/1/4,GLOBAL CROSSING LTD,GLBC,G3921A175,2011/10/5,1
176991,2010/1/4,CONNOR CLARK & LUNN GL FI II,GFT.UN,20823Y108,2011/10/5,1
264386,2010/1/4,BLACKBOARD INC,BBBB,91935502,2011/10/5,1
65105,2010/1/4,BJ'S WHOLESALE CLUB INC,BJ.1,05548J106,2011/10/3,1
160657,2010/1/4,ABINGTON BANCORP INC,ABBC,00350L109,2011/10/3,1
164415,2010/1/4,FIRST TRUST STRATEGIC HIGH,FHI.2,337347108,2011/10/3,1
176983,2010/1/4,FIRST TRUST STRAT HI INC III,FHO,33735C106,2011/10/3,1
184400,2010/3/16,CRUDE CARRIERS CORP,CRU.2,Y1820X106,2011/10/3,1
166402,2010/1/4,GLOBAL TRAFFIC NETWORK INC,GNET.2,37947B103,2011/9/29,1
7772,2010/1/4,NATIONAL SEMICONDUCTOR CORP,NSM.2,637640103,2011/9/26,1
6830,2010/1/4,LUBRIZOL CORP,LZ.1,549271104,2011/9/19,1
149089,2010/1/4,CITADEL BROADCASTING CORP,3CTDBQ,17285T106,2011/9/19,1
183452,2010/1/4,PARADIGM HOLDINGS INC,PDHO,69901H107,2011/9/19,1
166028,2010/1/4,CHINA SECURITY & SURV TECH,CSR.,16942J105,2011/9/16,1
13554,2010/1/4,TIMBERLAND CO  -CL A,TBL,887100105,2011/9/14,1
127456,2010/1/4,PRACTICEXPERT INC,PXPT,73942A105,2011/9/14,1
148833,2010/1/4,ORANGE COMMUNITY BANCORP,3OCBN,684182108,2011/9/13,1
148221,2010/2/11,GRAHAM PACKAGING CO INC,GRM,384701108,2011/9/9,1
13516,2010/1/4,BREAKWATER RESOURCES LTD,BWLR,106902703,2011/9/8,1
176565,2010/1/4,DUNCAN ENERGY PARTNERS LP,DEP,265026104,2011/9/8,1
25746,2010/1/4,SYNTHEMED INC-OLD,SYMD.1,87199S932,2011/9/6,1
29647,2010/1/4,SFN GROUP INC,SFN.2,784153108,2011/9/6,1
162175,2010/1/4,OPTIONSXPRESS HOLDINGS INC,OXPS,684010101,2011/9/2,1
180954,2010/1/4,SF BLU VU INC-OLD,SFBL.1,78499R930,2011/9/2,1
61737,2010/1/4,ZORAN CORP,ZRAN,98975F101,2011/9/1,1
1082,2010/1/4,SERVIDYNE INC,SERV.1,81765M106,2011/8/30,1
111620,2010/1/4,ICRON TECHNOLOGIES CORP,IT.2,45105L102,2011/8/30,1
61572,2010/1/4,SMART MODULAR TECHNOLOGIES,SMOD,G82245104,2011/8/29,1
116224,2010/1/4,SCOTTISH RE GROUP LTD,SKRRF,G73537410,2011/8/26,1
183266,2010/1/4,FUNTALK CHINA HOLDINGS LTD,FTLK,G36993106,2011/8/26,1
28803,2010/1/4,FORZANI GROUP LTD  -CL A,FGL.2,349907105,2011/8/25,1
64383,2010/1/4,RADIANT SYSTEMS INC,RADS,75025N102,2011/8/25,1
4279,2010/1/4,EMS TECHNOLOGIES INC,ELMG,26873N108,2011/8/23,1
5142,2010/1/4,GERBER SCIENTIFIC INC,GRB,373730100,2011/8/23,1
20728,2010/1/4,GOLDSTONE RESOURCES INC,GRC.1,381544105,2011/8/22,1
65489,2010/1/4,XO HOLDINGS INC -CL A,3XOHO,98417K106,2011/8/19,1
179119,2010/1/4,BRIDGEWATER SYSTEMS CORP,BWC.,108707100,2011/8/19,1
183041,2010/1/4,CHEMSPEC INTL LTD  -ADR,CPC.3,163868102,2011/8/19,1
150049,2010/1/4,TIENS BIOTECH GROUP USA INC,TBV,88650T104,2011/8/12,1
12855,2010/1/4,NOBEL LEARNING CMNTYS INC,NLCI,654889104,2011/8/10,1
25268,2010/1/4,OPHTHALMIC IMAGING SYS INC,3OISI,683737209,2011/8/10,1
66642,2010/1/4,LATEEGRA GOLD CORP,LRG.1,51818R204,2011/8/9,1
152189,2010/1/4,STERLING CHEMICALS INC,SCHI.1,859166100,2011/8/9,1
106262,2010/1/4,TORQUE ENERGY INC,TQE.,891317109,2011/8/8,1
138063,2010/1/4,TERRA VENTURES INC,TAS.,88102A109,2011/8/8,1
65527,2010/1/4,HYPERCOM CORP,HYC,44913M105,2011/8/5,1
162372,2010/1/4,FREMONT MICHIGAN INSURACORP,FMMH,357365105,2011/8/5,1
63573,2010/2/8,HOMESERVE TECHNOLOGIES INC,HTIDF,43760Q102,2011/8/4,1
24635,2010/1/4,CHEMGENEX PHARMACEUTICALS,CXSPY,1.64E+112,2011/8/2,1
66086,2010/1/4,GOLDMINCO CORP,GCP.,38143K103,2011/8/1,1
146174,2010/1/4,CULANE ENERGY CORP,CLN.1,22983X102,2011/8/1,1
162261,2010/1/4,XXX ACQUISITION CORP,XXXA.,98386G102,2011/7/31,1
25860,2010/1/4,STERLING BANCSHARES INC/TX,SBIB,858907108,2011/7/29,1
176931,2010/1/4,SOKO FITNESS & SPA GROUP INC,3SOKF,83409D104,2011/7/29,1
22059,2010/1/4,INTEGRAL SYSTEMS INC,ISYS,45810H107,2011/7/28,1
63959,2010/1/4,L-1 IDENTITY SOLUTIONS INC,ID.2,50212A106,2011/7/26,1
165720,2010/1/4,PLATINUM ENERGY RESOURCES,PGRI,727659104,2011/7/22,1
147660,2010/1/4,SRA INTERNATIONAL INC,SRX,78464R105,2011/7/21,1
165411,2010/1/4,LEGACY BANCORP INC,LEGC,52463G105,2011/7/21,1
26171,2010/1/4,LIQUIDATION WORLD INC,LQW.,53634D203,2011/7/20,1
133866,2010/1/4,PURPLE COMMUNICATIONS INC,PRPL.1,746389105,2011/7/20,1
64554,2010/1/4,GS FINANCIAL CORP,GSLA,362274102,2011/7/18,1
130305,2010/1/4,SAVVIS INC,SVVS,805423308,2011/7/15,1
174039,2010/1/4,MP WESTERN PROPERTIES,MPW.H,624730206,2011/7/15,1
27882,2010/1/4,PRIMEDIA INC,PRM.2,74157K846,2011/7/14,1
65317,2010/1/4,KENDLE INTERNATIONAL INC,KNDL,48880L107,2011/7/13,1
24363,2010/1/4,BUCYRUS INTERNATIONAL INC,BUCY,118759109,2011/7/11,1
179231,2010/1/4,DANVERS BANCORP INC,DNBK,236442109,2011/7/11,1
184134,2010/1/11,ORION OIL & GAS CORP,OIP.,68629A105,2011/7/11,1
138321,2010/1/4,CALIFORNIA PIZZA KITCHEN INC,CPKI,13054D109,2011/7/8,1
132558,2010/1/4,VECTOR AEROSPACE CORP,RNO.,921950101,2011/7/7,1
7067,2010/1/4,MARSHALL & ILSLEY CORP,MI.1,571837103,2011/7/6,1
60920,2010/1/4,ENERGYCONNECT GROUP INC,3ECNG,292748100,2011/7/6,1
107012,2010/1/4,NORSEMONT MINING INC -OLD,NOM.,656529104,2011/7/6,1
166689,2010/1/4,VERIGY LTD,VRGY,Y93691106,2011/7/6,1
13124,2010/1/4,NATIONWIDE HEALTH PPTYS INC,NHP,638620104,2011/7/5,1
155133,2010/1/4,K-SEA TRANSPORTATION  -LP,KSP,48268Y101,2011/7/5,1
163020,2010/1/4,SHAMIR OPTICAL INDUSTRY LTD,SHMR,M83683108,2011/7/5,1
15106,2010/1/4,BECKMAN COULTER INC,BEC,75811109,2011/7/2,1
8716,2010/1/4,PREPAID LEGAL SERVICES INC,PPD.1,740065107,2011/7/1,1
11257,2010/1/4,FRONTIER OIL CORP,FTO,35914P105,2011/7/1,1
25719,2010/1/4,CASCADE FINANCIAL CORP,CASB,147272108,2011/7/1,1
28616,2010/1/4,RURAL/METRO CORP,RURL,781748108,2011/7/1,1
112188,2010/1/4,MIDCAROLINA FINANCIAL CORP,3MCFI,59563Q107,2011/7/1,1
136705,2010/1/4,TIMBERWEST FOREST CORP,TWF.UN,887147130,2011/6/30,1
6534,2010/1/4,LA BARGE INC,LB.1,502470107,2011/6/29,1
8250,2010/1/4,PVC CONTAINER CORP,PVCO,693651309,2011/6/29,1
64216,2010/1/4,MARSULEX INC,MLX.,572904100,2011/6/29,1
123097,2010/1/4,LABRANCHE & CO INC,LAB.1,505447102,2011/6/29,1
117142,2010/1/4,ORTHOVITA INC,VITA.1,68750U102,2011/6/28,1
163105,2010/1/4,PACIFIC LAND & COFFEE CORP,3PLFF,6.94E+209,2011/6/28,1
11371,2010/1/4,WESCO FINANCIAL CORP,WSC.2,950817106,2011/6/27,1
11074,2010/1/4,SONOMA WEST HOLDINGS INC,SWHI.,835637109,2011/6/24,1
108222,2010/1/4,SHARON ENERGY LTD,SHY.,819606104,2011/6/24,1
140603,2010/1/4,SKOR FOOD GROUP INC,SKF.,83081L200,2011/6/24,1
163977,2010/1/4,VOLCOM INC,VLCM,92864N101,2011/6/24,1
15253,2010/1/4,CKX INC,CKXE,12562M106,2011/6/22,1
107786,2010/1/4,CRESTON MOLY CORP,CMS.,22626N107,2011/6/22,1
108002,2010/1/4,LION ENERGY CORP,LEO.1,536201106,2011/6/22,1
165719,2010/1/4,CANADIAN SATELLITE RADIO-OLD,XSR.1,13699V936,2011/6/21,1
14386,2010/1/4,GSI COMMERCE INC,GSIC,36238G102,2011/6/20,1
27858,2010/1/4,DELAWARE INV ARIZ MUN INCOME,VAZ,246100101,2011/6/20,1
138741,2010/1/4,AMERICAN MEDICAL SYSTMS HLDS,AMMD,02744M108,2011/6/20,1
140736,2010/1/4,ENDWAVE CORP,ENWV,29264A206,2011/6/20,1
64767,2010/1/4,VITAL IMAGES INC,VTAL,92846N104,2011/6/17,1
111169,2010/1/4,RAE SYSTEMS INC,RAE,75061P102,2011/6/17,1
164333,2010/1/4,EMBER RESOURCES INC,EBR.,29081X207,2011/6/17,1
162703,2010/1/4,STONEHAM DRILLING TRUST,SDG.UN,861823102,2011/6/16,1
30185,2010/1/4,CARACO PHARMACEUTICAL LABS,CPD,14075T107,2011/6/15,1
107820,2010/1/4,PEAK ENERGY SERVICES LTD,PES.,70468W107,2011/6/15,1
162283,2010/1/4,INTERNATIONAL COAL GROUP INC,ICO,45928H106,2011/6/15,1
177125,2010/1/4,TOMOTHERAPY INC,TOMO,890088107,2011/6/14,1
8031,2010/1/4,CNA SURETY CORP,SUR,12612L108,2011/6/13,1
65521,2010/1/4,TRADESTATION GROUP INC,TRAD,89267P105,2011/6/13,1
176361,2010/1/4,ANIMAL HEALTH INTL INC,AHII.,03525N109,2011/6/13,1
166208,2010/1/4,HUGHES COMMUNICATIONS INC,HUGH,444398101,2011/6/9,1
222647,2010/1/4,VIVO PARTICIPACOES SA,VIV.3,92855S200,2011/6/8,1
279344,2010/1/4,MANTRA RESOURCES LTD,MRL.3,Q5762G103,2011/6/8,1
11482,2010/1/4,WHITNEY HOLDING CORP,WTNY,966612103,2011/6/7,1
65046,2010/1/4,ALTERNATIVE FUEL SYS 2004,AFX.,02146U104,2011/6/7,1
107064,2010/1/4,TECHNICOIL CORP,TEC.1,878519107,2011/6/7,1
108692,2010/1/4,URALSVYAZINFORM OJSC,UVYZY,916887102,2011/6/7,1
164075,2010/1/4,BRONCO DRILLING CO,BRNC,112211107,2011/6/7,1
24669,2010/1/4,AMERICA SERVICE GROUP INC,ASGR,02364L109,2011/6/6,1
122355,2010/1/4,DRUGSTORE.COM INC,DSCM,262241102,2011/6/6,1
184181,2010/1/21,SPARTAN EXPLORATION LTD,SPE.2,846786101,2011/6/6,1
108498,2010/1/4,TEXALTA PETROLEUM LTD,TEX.A,88172Q109,2011/6/3,1
161984,2010/1/4,PROSPEX RESOURCES LTD,PSX.,743627101,2011/6/3,1
9937,2010/1/4,SPECTRUM CONTROL INC,SPEC.2,847615101,2011/6/2,1
65757,2010/1/4,MKS INC  -OLD,MKX.,55309B206,2011/6/2,1
141400,2010/1/4,MASSEY ENERGY CO,MEE,576206106,2011/6/2,1
175995,2010/1/4,TALECRIS BIOTHERAPEUTCS HLDG,TLCR,874227101,2011/6/2,1
177252,2010/1/4,RICHFIELD VENTURES CORP,RVC.1,76340N207,2011/6/2,1
13443,2010/1/4,XETA TECHNOLOGIES INC,XETA,983909102,2011/6/1,1
14908,2010/1/4,PRIDE INTERNATIONAL INC,PDE,74153Q102,2011/6/1,1
24219,2010/1/4,REHABCARE GROUP INC,RHB,759148109,2011/6/1,1
6242,2010/1/4,SMURFIT-STONE CONTAINER CORP,SSCCQ,832727101,2011/5/31,1
164571,2010/1/4,EMERGENCY MEDICAL SVCS CORP,EMS,29100P102,2011/5/26,1
10345,2010/1/4,TASTY BAKING CO,TSTY,876553306,2011/5/25,1
108354,2010/1/4,SKANA CAPITAL CORP,SKN.,830500104,2011/5/25,1
157635,2010/1/4,ATHEROS COMMUNICATIONS INC,ATHR.1,04743P108,2011/5/25,1
160229,2010/1/4,BROMPTON EQUITY SPLIT CORP,BE.,11220X108,2011/5/24,1
174903,2010/1/4,COPPER CANYON RESOURCES LTD,CPY.,21749N101,2011/5/24,1
165901,2010/1/4,EXPLORATOR RESOURCES INC,EXO.1,30215V109,2011/5/20,1
3971,2010/1/4,DIONEX CORP,DNEX,254546104,2011/5/18,1
10382,2010/1/4,TECHNOLOGY RESEARCH CORP,TRCI,878727304,2011/5/18,1
62960,2010/1/4,CARDIOGENESIS CORP,CGCP.1,14159W109,2011/5/18,1
64867,2010/1/4,SILVERLEAF RESORTS INC,SVLF,828395103,2011/5/18,1
127234,2010/1/4,CELERA CORP,CRA,1.51E+110,2011/5/18,1
147337,2010/1/4,CHINA STATIONERY & OFFICE,3CSOF,169413101,2011/5/18,1
155588,2010/1/4,PLUTONIC POWER CORP,PCC.5,729415109,2011/5/18,1
25859,2010/1/4,EPICOR SOFTWARE CORP -OLD,EPIC,29426L108,2011/5/17,1
138466,2010/1/4,INSPIRE PHARMACEUTICALS INC,ISPH,457733103,2011/5/17,1
11513,2010/1/4,WILMINGTON TRUST CORP,WL,971807102,2011/5/16,1
106617,2010/1/4,CHELSEA MINERALS CORP,CCC.H,163371107,2011/5/16,1
1239,2010/1/4,ALBERTO-CULVER CO,ACV.1,13078100,2011/5/11,1
61725,2010/1/4,TOLLGRADE COMMUNICATIONS INC,TLGD,889542106,2011/5/11,1
66300,2010/1/4,LADISH CO INC,LDSH,505754200,2011/5/10,1
60803,2010/1/4,UNION NATIONAL FINANCIAL CP,3UNNF,907647101,2011/5/9,1
11982,2010/1/4,UCI MEDICAL AFFILIATES INC,UCIA,902633304,2011/5/6,1
13463,2010/1/4,CONTINENTAL MINERALS CORP,3KMKCF,211653100,2011/5/6,1
26583,2010/1/4,WEX PHARMACEUTICALS INC,WXI.,962084109,2011/5/6,1
164392,2010/1/4,NULOCH RESOURCES INC,NLR.,67053G109,2011/5/6,1
123017,2010/1/4,NOVAMED INC,NOVA.1,66986W207,2011/5/5,1
30399,2010/1/4,AIRTRAN HOLDINGS INC,AAI,00949P108,2011/5/3,1
64896,2010/1/4,RC2 CORP,RCRC,749388104,2011/4/29,1
147603,2010/1/4,UNX ENERGY CORP,UNX.,903147106,2011/4/29,1
11910,2010/1/4,NOVELL INC,NOVL,670006105,2011/4/28,1
61958,2010/1/4,FORT ORANGE FINANCIAL CORP,3FOFC,348186107,2011/4/27,1
106855,2010/1/4,HORSESHOE GOLD MINING INC,HSX.,4.41E+111,2011/4/26,1
12834,2010/1/4,CAPRIUS INC,CAPI,14066K206,2011/4/25,1
125358,2010/1/4,NAVISITE INC,NAVI.1,63935M208,2011/4/25,1
177013,2010/1/4,MACQUARIE NEXGEN GLOBAL IFRA,MNF.,55608W109,2011/4/21,1
116526,2010/1/4,CONEXANT SYSTEMS INC,CNXT.1,207142308,2011/4/20,1
178423,2010/1/4,PETRO UNO RESOURCES LTD,PUP.,71646P105,2011/4/20,1
154439,2010/1/4,VCG HOLDING CORP,VCGH,91821K101,2011/4/19,1
147648,2010/1/4,VERTICAL HEALTH SOLUTNS -OLD,VHSL.1,92599U933,2011/4/18,1
156618,2010/1/4,NEWALLIANCE BANCSHARES INC,NAL,650203102,2011/4/18,1
183294,2010/1/4,KRIA RESOURCES LTD,KIA.,50100Q106,2011/4/18,1
160447,2010/1/4,ANSWERS CORP,ANSW,03662X100,2011/4/15,1
163714,2010/1/4,CIRRUS ENERGY CORP,CYR.,17276V102,2011/4/15,1
176951,2010/1/4,TONGJITANG CHINESE MEDS -ADR,TCM,8.90E+107,2011/4/15,1
3116,2010/1/4,CLINICAL DATA INC,CLDA,18725U109,2011/4/14,1
12821,2010/1/4,NGAS RESOURCES INC,NGAS,62912T103,2011/4/14,1
62313,2010/1/4,TERREMARK WORLDWIDE INC,TMRK,881448203,2011/4/12,1
12233,2010/1/4,GENZYME CORP,GENZ,372917104,2011/4/11,1
12782,2010/1/4,CAPITAL GOLD CORP,CGC.4,14018Y205,2011/4/11,1
13344,2010/1/4,HUDSON HOLDING CORP,3HDHL,443793104,2011/4/11,1
19907,2010/1/4,WILBER CORP,GIW.1,967797101,2011/4/11,1
61758,2010/1/4,EMERGING VISION INC,3ISEE,29089W102,2011/4/11,1
147449,2010/1/4,ALCON INC- OLD,ACL.2,H01301102,2011/4/11,1
141641,2010/1/4,FRONTEER GOLD INC,FRG.,359032109,2011/4/7,1
180231,2010/1/4,CPEX PHARMACEUTICALS INC,CPEX,12620N104,2011/4/6,1
180755,2010/1/4,ALLEGHENY BANCSHARES INC,AGNB,01724P107,2011/4/5,1
183555,2010/1/4,GLOBAL DEFNSE TCH & SYS INC,GTEC.1,37950B107,2011/4/5,1
111581,2010/1/4,EMERGENT GROUP INC,LZR,29089V203,2011/4/4,1
123499,2010/1/4,CYTIVA SOFTWARE INC,CRX.3,23283L103,2011/4/4,1
124615,2010/1/4,ROME BANCORP INC,ROME,77587P103,2011/4/4,1
3126,2010/1/4,ALL AMERICAN GROUP INC,COHM,16437105,2011/4/1,1
5594,2010/1/4,HERLEY INDUSTRIES INC/DE,HRLY,427398102,2011/4/1,1
13821,2010/1/4,US REALTY PARTNERS  -LP,YYLRA,912440104,2011/4/1,1
61489,2010/1/4,QWEST COMMUNICATION INTL INC,Q.2,749121109,2011/4/1,1
106623,2010/1/4,BAFFINLAND IRON MINES CORP,BIM.,56620107,2011/4/1,1
181862,2010/1/4,GOLDEN PEAKS RESOURCES-OLD,GL.3,38199P949,2011/3/31,1
100039,2010/1/4,SANYO ELECTRIC CO LTD,SANYY,803038306,2011/3/29,1
108710,2010/1/4,VALLEY HIGH VENTURES LTD,VHV.,919908103,2011/3/29,1
118125,2010/1/4,MERCER INSURANCE GROUP INC,MIGP,587902107,2011/3/29,1
2597,2010/1/4,CADBURY PLC,CDSCY,1.27E+106,2011/3/28,1
181671,2010/1/4,VENTANA GOLD CORP,VENGF,92277D104,2011/3/28,1
165509,2010/1/4,PETROLIFERA PETROLEUM LTD,PDP.1,716709100,2011/3/24,1
122231,2010/1/4,RECOVERY ENTERPRISES INC,RCVY,75626U109,2011/3/23,1
4523,2010/1/4,JO-ANN STORES INC,JAS,47758P307,2011/3/21,1
142149,2010/1/4,PARETO CORP,PTO.,699461109,2011/3/21,1
14257,2010/1/4,SENETEK PLC  -OLD,SNKTY.1,81799P943,2011/3/18,1
107901,2010/1/4,POTASH ONE INC,KCL.,73755F100,2011/3/18,1
16838,2010/1/4,FIRST FRANKLIN CORP,FFHS,320272107,2011/3/17,1
140725,2010/1/4,GOLD WHEATON GOLD CORP,GLW.1,38075N406,2011/3/17,1
22313,2010/1/4,IVOICE INC-OLD,IVOI.1,46599R944,2011/3/15,1
64667,2010/1/4,TG WORLD ENERGY CORP,TGE.1,87242U108,2011/3/15,1
2251,2010/1/4,MICROFLUIDICS INTL CORP,3MFLU,595074105,2011/3/14,1
107908,2010/1/4,VEGA RESOURCES INC,VGR.,922516109,2011/3/14,1
23118,2010/1/4,BANCINSURANCE CORP,BCIS,05945K102,2011/3/11,1
149780,2010/1/4,FIRST COMMERCE BANC INC -OLD,3FCCC,31982L100,2011/3/11,1
106396,2010/1/4,FARALLON MINING LTD,FRLIF,30739P109,2011/3/10,1
147855,2010/1/4,SUN GRO HORTICULTURE INC,GRO.1,86675R103,2011/3/10,1
162747,2010/1/4,FRANCONIA MINERALS CORP,FRA.2,35186P205,2011/3/10,1
160747,2010/1/4,CATALYST LIGHTING GROUP INC,CYSU,14887U201,2011/3/9,1
178738,2010/1/4,GENOPTIX INC,GXDX,37243V100,2011/3/8,1
8638,2010/1/4,PLAYBOY ENTERPRISES  -CL B,PLA.A,728117201,2011/3/7,1
121199,2010/1/4,CADENCE FINANCIAL CORP,CADE.2,12738A101,2011/3/7,1
129442,2010/1/4,MEDIACOM COMMUNICATIONS CORP,MCCC,58446K105,2011/3/7,1
180332,2010/1/4,O'LEARY GLOBAL EQUITY INC FD,OGE.U,6.71E+207,2011/3/4,1
160867,2010/1/4,ARBINET CORP,ARBX,03875P407,2011/3/2,1
177467,2010/1/4,EURAND NV,EURX,N31010106,2011/3/2,1
25783,2010/1/4,MCAFEE INC,MFE,579064106,2011/3/1,1
109831,2010/1/4,UNITED PANAM FINANCIAL CORP,UPFC,911301109,2011/3/1,1
112033,2010/1/4,KING PHARMACEUTICALS INC,KG.1,495582108,2011/3/1,1
1279,2010/1/4,ALLEGHENY ENERGY INC,AYE,17361106,2011/2/28,1
16504,2010/1/4,BLACKROCK APEX MUNICIPAL FD,APX.2,09254H106,2011/2/28,1
29278,2010/1/4,MARTEK BIOSCIENCES CORP,MATK,572901106,2011/2/28,1
66198,2010/1/4,BMP SUNSTONE CORP,BJGP,05569C105,2011/2/25,1
150617,2010/1/4,WELLSTONE FILTERS SCI -OLD,WFSN.1,95099Y917,2011/2/25,1
1308,2010/1/4,ALLIS-CHALMERS ENERGY INC,ALY,19645506,2011/2/24,1
63468,2010/1/4,DYNAMEX INC,DDMX.1,26784F103,2011/2/23,1
105729,2010/1/4,CENTRIC ENERGY CORP,CTE.1,15643H103,2011/2/23,1
137130,2010/1/4,OCCAM NETWORKS INC,OCNW,67457P309,2011/2/23,1
177447,2010/1/4,BLUGRASS ENERGY INC-OLD,BLUG.1,09699R941,2011/2/23,1
178548,2010/1/4,COMPELLENT TECHNOLOGIES INC,CML,20452A108,2011/2/23,1
62700,2010/1/4,MATRIXX INITIATIVES INC,MTXX,57685L105,2011/2/22,1
62902,2010/1/4,DALSA CORP,DSA.,234902104,2011/2/22,1
29709,2010/1/4,SONIC SOLUTIONS,SNIC,835460106,2011/2/18,1
158736,2010/1/4,ATLAS ENERGY INC,ATLS.2,49298102,2011/2/18,1
177789,2010/1/4,DWS RREEF WORLD RL EST FUND,DRP,23339T209,2011/2/18,1
10597,2010/1/4,TODD SHIPYARDS CORP,TOD,889039103,2011/2/16,1
175092,2010/1/4,FIRST MERCURY FINANCIAL CORP,FMR,320841109,2011/2/10,1
61523,2010/1/4,A D A M INC,ADAM.1,00088U108,2011/2/8,1
175691,2010/1/4,REALEX PROPERTIES CORP,RP.1,756041505,2011/2/8,1
178011,2010/1/4,VOLTAIRE LTD,VOLT.2,M97613109,2011/2/8,1
23307,2010/1/4,GLOBAL PLATINUM & GOLD INC,GPGI,37936B205,2011/2/7,1
162525,2010/1/4,CONNOR CLARK & LUNN CNSV FD,CCQ.U,20823U106,2011/2/7,1
106005,2010/1/4,PEDIMENT GOLD CORP,3PEZGF,70532W109,2011/2/2,1
27997,2010/1/4,APPLIED SIGNAL TECHNOLOGY,APSG.1,38237103,2011/2/1,1
4077,2010/1/4,LASERCARD CORP,LCRD,51807U101,2011/1/31,1
62836,2010/1/4,POLYMER GROUP INC,3POLGA,731745204,2011/1/31,1
162969,2010/1/4,PREMIER VALUE INCOME TRUST,PVN.U,74060H104,2011/1/31,1
164374,2010/1/4,SENTRY SELECT COMMODITIES TR,SSJ.U,81732T101,2011/1/31,1
174062,2010/1/4,OIL SANDS&ENERGY MEGA PROJS,OSM.U,67788P101,2011/1/31,1
1981,2010/1/4,BALDOR ELECTRIC CO,BEZ,57741100,2011/1/28,1
8162,2010/1/4,OPTELECOM-NKF INC,OPTC,683818207,2011/1/28,1
176862,2010/1/4,PINNACLE GAS RESOURCES INC,PINN,723464301,2011/1/27,1
157581,2010/1/4,WESTERN STANDARD METALS LTD,WSM.,959596107,2011/1/26,1
20499,2010/1/4,BAKBONE SOFTWARE INC,3BKBO,57101107,2011/1/20,1
65655,2010/1/4,ROCK OF AGES CORP  -CL A,ROAC,772632105,2011/1/20,1
174066,2010/1/4,INFOLOGIX INC,IFLG,45668X204,2011/1/20,1
64710,2010/1/4,GLOBESTAR MINING CORP,GMI.1,37958J102,2011/1/18,1
142906,2010/1/4,ENGLOBE CORP,EG.1,293307104,2011/1/18,1
5841,2010/1/4,CYPRESS BIOSCIENCE INC,CYPB,232674507,2011/1/14,1
65142,2010/1/4,COMMSCOPE INC,CTV.2,203372107,2011/1/14,1
158473,2010/1/4,SYNIVERSE HOLDINGS INC-OLD,SVR.1,87163F106,2011/1/14,1
29757,2010/1/4,FINISHMASTER INC,FMST.1,31787P108,2011/1/12,1
162658,2010/1/4,PARKBRIDGE LIFESTYLE CMNTY,PRK.Z,70088R108,2011/1/12,1
24841,2010/1/4,T-3 ENERGY SERVICES INC,TTES,8.73E+111,2011/1/11,1
183273,2010/1/4,ISEEMEDIA INC,IEE.Z,4.64E+110,2011/1/10,1
114079,2010/1/4,FORTUNE RIVER RESOURCE CORP,FRX.Z,34968N108,2011/1/7,1
174180,2010/1/4,SECTOR 10 INC -OLD,SECI.1,81399Z937,2011/1/7,1
107336,2010/1/4,ZUNI HOLDINGS INC,ZNI.Z,98981A104,2011/1/6,1
122159,2010/1/4,ART TECHNOLOGY GROUP INC,ARTG,04289L107,2011/1/6,1
137941,2010/1/4,CALIF OAKS STATE BANK,3COSB,130496102,2011/1/6,1
8017,2010/1/4,NU HORIZONS ELECTRONICS CORP,NUHC,669908105,2011/1/4,1
26022,2010/1/4,STUDENT LOAN CORP,STU.2,863902102,2011/1/3,1
61206,2010/1/4,COMM BANCORP INC,CCBP,200468106,2011/1/3,1
62224,2010/1/4,MONROE BANCORP,MROE,610313108,2011/1/3,1
140977,2010/1/4,RRI ENERGY INC,RRI.3,74971X107,2011/1/3,1
14382,2010/1/4,YOCREAM INTERNATIONAL INC,YOCM,986001105,2010/12/31,1
22786,2010/1/4,ETHOS ENVIRONMENTAL INC-OLD,ETEV.1,29799W939,2010/12/31,1
182294,2010/1/4,VANITY EVENTS HOLDING-OLD,VAEV.1,92299S931,2010/12/31,1
157195,2010/1/4,PORTEC RAIL PRODUCTS INC,PRPX,736212101,2010/12/30,1
179615,2010/1/4,BWI HOLDINGS INC  -OLD,BWIH.1,05699U934,2010/12/30,1
6809,2010/1/4,COMFORCE CORP,CFS,20038K109,2010/12/29,1
12506,2010/1/4,GOLDEN GOOSE RESOURCE,GGR.,380976100,2010/12/29,1
